reltime,datetime,iSensor,headPos.x,headPos.y,headPos.z,headPosQ,headYaw,headPitch,headRoll,headRotQ,gazeSrc.x,gazeSrc.y,gazeSrc.z,gaze_x,gaze_y,gaze_z,gazeQ,leftEyeOpen,leftEyeOpenQ,rightEyeOpen,rightEyeOpenQ,pupil,pupilQ,gaze_diff,fixation,fixation_id,duration
2.216,2024/06/05 13:46:20.6219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2147057256800924,False,17,
2.225,2024/06/05 13:46:20.6309,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.939,-0.233,0.252,1.0,10.0,1.0,10.0,1.0,2.75,1.0,1.2139065038132055,False,17,
2.244,2024/06/05 13:46:20.6499,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2139065038132055,False,17,
2.263,2024/06/05 13:46:20.6689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.273,2024/06/05 13:46:20.6789,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.293,2024/06/05 13:46:20.6989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.303,2024/06/05 13:46:20.7089,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.323,2024/06/05 13:46:20.7289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.341,2024/06/05 13:46:20.7469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,18,0.07800000000000029
2.351,2024/06/05 13:46:20.7569,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.236,0.255,1.0,10.0,1.0,10.0,1.0,2.73,1.0,1.2176543023370796,False,19,
2.371,2024/06/05 13:46:20.7769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.234,0.256,1.0,10.0,1.0,10.0,1.0,2.72,1.0,0.002236067977499767,True,20,0.009999999999999787
2.381,2024/06/05 13:46:20.7869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.235,0.254,1.0,10.0,1.0,10.0,1.0,2.73,1.0,0.0022360679774997795,True,20,0.009999999999999787
2.401,2024/06/05 13:46:20.8069,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.216305882580529,False,21,
2.411,2024/06/05 13:46:20.8169,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,22,0.028999999999999915
2.431,2024/06/05 13:46:20.8369,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,22,0.028999999999999915
2.44,2024/06/05 13:46:20.8459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,True,22,0.028999999999999915
2.46,2024/06/05 13:46:20.8659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.23,0.259,1.0,10.0,1.0,10.0,1.0,2.69,1.0,1.2167374408638867,False,23,
2.48,2024/06/05 13:46:20.8859,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.939,-0.229,0.258,1.0,10.0,1.0,10.0,1.0,2.69,1.0,0.001732050807568879,True,24,0.028999999999999915
2.499,2024/06/05 13:46:20.9049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.229,0.26,1.0,10.0,1.0,10.0,1.0,2.73,1.0,0.002236067977499792,True,24,0.028999999999999915
2.509,2024/06/05 13:46:20.9149,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.229,0.26,1.0,10.0,1.0,10.0,1.0,2.73,1.0,0.0,True,24,0.028999999999999915
2.528,2024/06/05 13:46:20.9339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2168286650141011,False,25,
2.537,2024/06/05 13:46:20.9429,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.938,-0.229,0.261,1.0,10.0,1.0,10.0,1.0,2.69,1.0,1.2175487669904643,False,25,
2.557,2024/06/05 13:46:20.9629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.937,-0.229,0.264,1.0,10.0,1.0,10.0,1.0,2.7,1.0,0.003162277660168347,True,26,0.0
2.568,2024/06/05 13:46:20.9739,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2194166638192214,False,27,
2.586,2024/06/05 13:46:20.9919,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.937,-0.23,0.264,1.0,10.0,1.0,10.0,1.0,2.69,1.0,1.2200434418495105,False,27,
2.598,2024/06/05 13:46:21.0039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2200434418495105,False,27,
2.616,2024/06/05 13:46:21.0219,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.937,-0.231,0.263,1.0,10.0,1.0,9.97,1.0,2.7,1.0,1.219949998975368,False,27,
2.628,2024/06/05 13:46:21.0339,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.219949998975368,False,27,
2.645,2024/06/05 13:46:21.0509,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.234,0.264,1.0,10.0,1.0,10.0,1.0,2.7,1.0,1.2222622468193967,False,27,
2.663,2024/06/05 13:46:21.0689,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.232,0.264,1.0,10.0,1.0,10.0,1.0,2.7,1.0,0.0020000000000000018,True,28,0.0
2.678,2024/06/05 13:46:21.0839,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2210049139950256,False,29,
2.693,2024/06/05 13:46:21.0989,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.233,0.264,1.0,10.0,1.0,10.0,1.0,2.68,1.0,1.2216333328785687,False,29,
2.713,2024/06/05 13:46:21.1189,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.233,0.264,1.0,10.0,1.0,10.0,1.0,2.68,1.0,0.0,True,30,0.05799999999999983
2.723,2024/06/05 13:46:21.1289,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.937,-0.232,0.262,1.0,10.0,1.0,10.0,1.0,2.71,1.0,0.0024494897427831805,True,30,0.05799999999999983
2.742,2024/06/05 13:46:21.1479,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.233,0.264,1.0,10.0,1.0,10.0,1.0,2.7,1.0,0.0024494897427831805,True,30,0.05799999999999983
2.752,2024/06/05 13:46:21.1579,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.233,0.264,0.99,10.0,1.0,9.73,1.0,2.7,0.99,0.0,True,30,0.05799999999999983
2.771,2024/06/05 13:46:21.1769,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.021,0.01,-0.015,0.936,-0.23,0.265,1.0,10.0,1.0,10.0,1.0,2.71,1.0,0.003162277660168382,True,30,0.05799999999999983
2.784,2024/06/05 13:46:21.1899,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036,0.012,0.206,0.578,0.535,-0.616,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.2204712204718307,False,31,
